sentence_id,condition,oci_A_Default,oci_B_Edit_heavy,oci_C_Style_heavy,oci_D_Similarity_heavy,oci_E_Equal_weights
B.train.gold.bea19_003253,fewshot,0.024907550948680482,0.026367237855733524,0.0234454524398041,0.01843388409065433,0.02024382880434417
B.train.gold.bea19_003253,instruction,0.024907550948680482,0.026367237855733524,0.0234454524398041,0.01843388409065433,0.02024382880434417
B.train.gold.bea19_003253,role,0.024907550948680482,0.026367237855733524,0.0234454524398041,0.01843388409065433,0.02024382880434417
A.train.gold.bea19_009677,fewshot,0.009610983981693416,0.013315898441756601,0.006657949220878336,0.006657949220878408,0.008804620246267915
A.train.gold.bea19_009677,instruction,0.009610983981693416,0.013315898441756601,0.006657949220878336,0.006657949220878408,0.008804620246267915
A.train.gold.bea19_009677,role,0.009610983981693416,0.013315898441756601,0.006657949220878336,0.006657949220878408,0.008804620246267915
ABC.train.gold.bea19_000439,fewshot,0.07447321220760254,0.045645729790357685,0.08825234614780399,0.05564939998506445,0.07161591201615178
ABC.train.gold.bea19_000439,instruction,0.07447321220760254,0.045645729790357685,0.08825234614780399,0.05564939998506445,0.07161591201615178
ABC.train.gold.bea19_000439,role,0.07447321220760254,0.045645729790357685,0.08825234614780399,0.05564939998506445,0.07161591201615178
C.dev.gold.bea19_000203,fewshot,0.005884275907159255,0.008346954342377718,0.004173477171188895,0.004173477171188967,0.0038356761468890336
C.dev.gold.bea19_000203,instruction,0.005884275907159255,0.008346954342377718,0.004173477171188895,0.004173477171188967,0.0038356761468890336
C.dev.gold.bea19_000203,role,0.005884275907159255,0.008346954342377718,0.004173477171188895,0.004173477171188967,0.0038356761468890336
ABC.train.gold.bea19_028019,fewshot,0.03170587249489668,0.04490046070870414,0.022581158536086617,0.02284301489955571,0.02021935881525072
ABC.train.gold.bea19_028019,instruction,0.03170587249489668,0.04490046070870414,0.022581158536086617,0.02284301489955571,0.02021935881525072
ABC.train.gold.bea19_028019,role,0.03170587249489668,0.04490046070870414,0.022581158536086617,0.02284301489955571,0.02021935881525072
ABC.train.gold.bea19_019656,fewshot,0.011650041429730876,0.013018955373988615,0.012149562234368813,0.010307740251335148,0.011523363510317864
ABC.train.gold.bea19_019656,instruction,0.01474697685376606,0.017709709533762746,0.01418405895294469,0.011720476247288667,0.013647598211036453
ABC.train.gold.bea19_019656,role,0.011650041429730876,0.013018955373988615,0.012149562234368813,0.010307740251335148,0.011523363510317864
B.train.gold.bea19_008314,fewshot,0.04325242716740328,0.0402158107228989,0.04353162244244264,0.03226582482184835,0.03622740776316544
B.train.gold.bea19_008314,instruction,0.04325242716740328,0.0402158107228989,0.04353162244244264,0.03226582482184835,0.03622740776316544
B.train.gold.bea19_008314,role,0.08041670343923583,0.056170390668644335,0.09152274093226397,0.06028460034556663,0.07445145532360378
A.train.gold.bea19_007102,fewshot,0.016678931767269617,0.0228165913041636,0.01263659881096724,0.012327275422358045,0.01221351303305122
A.train.gold.bea19_007102,instruction,0.016678931767269617,0.0228165913041636,0.01263659881096724,0.012327275422358045,0.01221351303305122
A.train.gold.bea19_007102,role,0.016678931767269617,0.0228165913041636,0.01263659881096724,0.012327275422358045,0.01221351303305122
A.train.gold.bea19_000129,fewshot,0.08828347716123473,0.08109973992289794,0.0886702048500219,0.06491087462716805,0.07364112744304986
A.train.gold.bea19_000129,instruction,0.08179027812741525,0.07522603314796898,0.08224050164000729,0.05994097452241799,0.06821931049338813
A.train.gold.bea19_000129,role,0.08828347716123473,0.08109973992289794,0.0886702048500219,0.06491087462716805,0.07364112744304986
A.train.gold.bea19_005664,fewshot,0.17464566936503434,0.11724601447883294,0.2018316634404466,0.13174131370640382,0.16434110817745448
A.train.gold.bea19_005664,instruction,0.17464566936503434,0.11724601447883294,0.2018316634404466,0.13174131370640382,0.16434110817745448
